,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,序号_y,名称_y,最新价_y,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比,a1,MA5,MA10,MA20,MA30,MA60,MA5_1,MA10_1,MA20_1,MA30_1,MA60_1,MA5_score,MA10_score,MA20_score,MA30_score,MA60_score,T_MA5_score,T_MA10_score,T_MA20_score,T_MA30_score,T_MA60_score
3237,3238,603787,新日股份,16.9,-0.12,-0.02,5543.0,9365615.0,0.83,16.98,16.84,16.98,16.92,0.7,0.27,78.11,3.37,2584.0,新日股份,16.9,-0.12,-1285295.0,-13.72,0.0,0.0,-1285295.0,-13.72,-9480.0,-0.1,1294775.0,13.82,0.0,16.924,17.015,17.137999999999998,17.363,17.703166666666668,16.919999999999998,17.022,17.1475,17.402333333333335,17.752333333333333,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3238,3239,603678,火炬电子,75.65,-0.12,-0.09,42721.0,323183696.0,1.81,76.25,74.88,75.75,75.74,0.93,0.93,33.38,7.84,2461.0,火炬电子,75.65,-0.12,-961021.0,-0.3,-2986331.0,-0.92,2025310.0,0.63,866900.0,0.27,94122.0,0.03,0.0,74.548,74.143,75.4785,76.606,76.07233333333333,73.954,73.87800000000001,75.6795,76.718,75.96383333333333,0.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,30.0,60.0
3239,3240,600917,重庆燃气,8.39,-0.12,-0.01,40390.0,33959579.0,1.07,8.46,8.37,8.42,8.4,0.46,0.26,31.43,2.85,3039.0,重庆燃气,8.39,-0.12,-2935312.0,-8.64,0.0,0.0,-2935312.0,-8.64,731501.0,2.15,2203811.0,6.49,0.0,8.431999999999999,8.503,8.482,8.510333333333334,8.573666666666666,8.508000000000001,8.5,8.4845,8.523666666666667,8.5905,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3240,3241,300234,开尔新材,8.32,-0.12,-0.01,117924.0,98611985.0,2.16,8.47,8.29,8.36,8.33,0.72,3.56,65.75,4.44,2347.0,开尔新材,8.32,-0.12,-673321.0,-0.68,2814354.0,2.85,-3487675.0,-3.54,-650046.0,-0.66,1323367.0,1.34,0.0,8.342,8.513000000000002,8.526,8.462333333333333,8.091666666666667,8.376000000000001,8.558,8.546,8.465,8.080499999999999,5.0,0.0,0.0,30.0,0.0,5.0,10.0,20.0,30.0,0.0
3241,3242,002923,润都股份,24.51,-0.12,-0.03,17127.0,41980620.0,1.83,24.77,24.32,24.6,24.54,0.57,1.21,38.53,4.24,1726.0,润都股份,24.51,-0.12,466994.0,1.11,1229362.0,2.93,-762368.0,-1.82,-185666.0,-0.44,-281329.0,-0.67,0.0,24.772,24.453,25.0245,27.894,28.116,24.666000000000004,24.412,25.0885,28.217333333333332,28.192500000000003,0.0,10.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0
3242,3243,601568,北元集团,8.13,-0.12,-0.01,80645.0,65543351.0,0.49,8.15,8.11,8.14,8.14,1.04,0.39,14.48,2.23,3277.0,北元集团,8.13,-0.12,-4300578.0,-6.56,-638049.0,-0.97,-3662529.0,-5.59,-5350267.0,-8.16,9650846.0,14.72,0.0,8.142,8.183000000000002,8.179,8.194333333333335,8.261833333333334,8.148,8.186,8.183000000000002,8.198,8.276833333333334,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3243,3244,002423,中粮资本,8.1,-0.12,-0.01,52403.0,42481951.0,0.49,8.13,8.09,8.12,8.11,1.0,0.44,13.88,1.04,1174.0,中粮资本,8.1,-0.12,2873363.0,6.76,0.0,0.0,2873363.0,6.76,6559273.0,15.44,-9432636.0,-22.2,0.0,8.106,8.187999999999999,8.221,8.196333333333333,8.257333333333333,8.120000000000001,8.208,8.227,8.197333333333333,8.269166666666667,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3244,3245,601633,长城汽车,48.54,-0.12,-0.06,199442.0,969179360.0,3.6,49.76,48.01,49.23,48.6,0.95,0.33,67.99,7.64,4667.0,长城汽车,48.54,-0.12,-132234034.0,-13.64,-51347612.0,-5.3,-80886422.0,-8.35,55089824.0,5.68,77144208.0,7.96,0.0,48.65,49.847,52.028,54.352000000000004,58.45816666666667,48.67399999999999,50.053,52.4345,54.87033333333333,58.56883333333334,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,0.0,0.0
3245,3246,002483,润邦股份,8.08,-0.12,-0.01,336157.0,278621696.0,6.18,8.56,8.06,8.12,8.09,1.38,3.89,21.57,1.83,4177.0,润邦股份,8.08,-0.12,-19013941.0,-6.82,-8422223.0,-3.02,-10591718.0,-3.8,16402296.0,5.89,2611646.0,0.94,1.471674274713476e-16,7.965999999999999,7.885,7.787999999999999,7.895333333333334,7.259666666666666,7.872,7.859999999999999,7.7605,7.917666666666666,7.230833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,3247,000582,北部湾港,8.04,-0.12,-0.01,48284.0,38842215.0,1.24,8.1,8.0,8.07,8.05,1.32,0.38,13.15,1.22,3849.0,北部湾港,8.04,-0.12,-10814606.0,-27.84,-5773748.0,-14.86,-5040858.0,-12.98,4253454.0,10.95,6561150.0,16.89,0.0,8.048,8.044,8.008500000000002,7.935666666666666,7.841166666666666,8.042,8.048,7.9975000000000005,7.932666666666667,7.843000000000001,5.0,10.0,20.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3247,3248,601231,环旭电子,16.06,-0.12,-0.02,101374.0,162304817.0,1.99,16.22,15.9,16.11,16.08,0.67,0.46,23.7,2.98,4111.0,环旭电子,16.06,-0.12,-17111615.0,-10.54,-371466.0,-0.23,-16740149.0,-10.31,4003673.0,2.47,13107940.0,8.08,0.0,16.11,16.211,16.055,15.956,15.086000000000002,16.188,16.113,16.045499999999997,15.93,15.059166666666666,5.0,10.0,20.0,30.0,0.0,5.0,10.0,0.0,0.0,0.0
3248,3249,300633,开立医疗,31.93,-0.13,-0.04,44985.0,144169982.0,3.85,32.95,31.72,32.0,31.97,0.82,1.12,69.07,8.56,3868.0,开立医疗,31.93,-0.13,-11318628.0,-7.85,-2985960.0,-2.07,-8332668.0,-5.78,-5662771.0,-3.93,16981398.0,11.78,0.0,31.488,31.702000000000005,30.990999999999996,30.997666666666667,31.832833333333333,31.359999999999996,31.7,30.869999999999997,30.979333333333333,31.943666666666665,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
3249,3250,300072,三聚环保,7.93,-0.13,-0.01,346210.0,276832352.0,2.9,8.13,7.9,7.9,7.94,0.89,1.49,-35.13,2.52,568.0,三聚环保,7.93,-0.13,11215238.0,4.05,12103138.0,4.37,-887900.0,-0.32,6025992.0,2.18,-17241228.0,-6.23,0.0,7.958,8.098,7.766,7.587000000000001,7.041833333333333,7.978,8.122,7.724499999999999,7.565333333333333,7.022499999999999,5.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3250,3251,603220,中贝通信,15.79,-0.13,-0.02,34813.0,54836589.0,1.64,15.89,15.63,15.85,15.81,0.51,1.04,39.74,3.26,2223.0,中贝通信,15.79,-0.13,-394611.0,-0.72,0.0,0.0,-394611.0,-0.72,192217.0,0.35,202394.0,0.37,0.0,15.748,15.975,16.1475,16.334333333333333,15.408500000000002,15.709999999999999,16.029,16.176499999999997,16.30933333333333,15.407333333333332,5.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,0.0
3251,3252,300014,亿纬锂能,118.18,-0.13,-0.15,210701.0,2477255712.0,4.17,120.23,115.3,119.0,118.33,0.94,1.15,75.93,13.1,4396.0,亿纬锂能,118.18,-0.13,-33227440.0,-1.34,-79371712.0,-3.2,46144272.0,1.86,-111338992.0,-4.49,144566416.0,5.84,0.0,119.29400000000001,120.14200000000001,126.89150000000002,132.84833333333333,125.72566666666667,119.35799999999999,120.623,127.9805,133.56166666666667,125.4395,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,0.0,60.0
3252,3253,601901,方正证券,7.84,-0.13,-0.01,186386.0,146496127.0,0.64,7.89,7.84,7.87,7.85,1.37,0.23,25.1,1.56,3614.0,方正证券,7.84,-0.13,-7280472.0,-4.97,-3058498.0,-2.09,-4221974.0,-2.88,329192.0,0.22,6951280.0,4.75,0.0,7.83,7.83,7.8614999999999995,7.842666666666667,7.9365,7.82,7.825,7.863000000000001,7.843666666666667,7.943666666666667,0.0,0.0,20.0,30.0,0.0,0.0,0.0,20.0,30.0,60.0
3253,3254,300855,图南股份,70.49,-0.13,-0.09,15788.0,111524522.0,3.53,71.57,69.08,70.84,70.58,0.62,1.43,80.42,12.05,676.0,图南股份,70.49,-0.13,8357786.0,7.49,-1429599.0,-1.28,9787385.0,8.78,-10238469.0,-9.18,1880685.0,1.69,0.0,69.16999999999999,68.274,70.54249999999999,70.023,61.94233333333333,68.29599999999999,68.21000000000001,70.529,69.85333333333332,61.5625,5.0,0.0,20.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0
3254,3255,601577,长沙银行,7.81,-0.13,-0.01,73362.0,57376369.0,0.26,7.83,7.81,7.82,7.82,0.78,0.35,4.67,0.65,3932.0,长沙银行,7.81,-0.13,-12453868.0,-21.71,-8002929.0,-13.95,-4450939.0,-7.76,4663314.0,8.13,7790554.0,13.58,0.0,7.822,7.845000000000001,7.853999999999999,7.851333333333333,8.035666666666666,7.8260000000000005,7.845000000000001,7.855499999999999,7.851999999999999,8.051333333333334,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3255,3256,300137,先河环保,7.73,-0.13,-0.01,153876.0,118047465.0,2.45,7.76,7.57,7.65,7.74,0.77,3.27,45.18,2.02,4091.0,先河环保,7.73,-0.13,-16375038.0,-13.87,-5198723.0,-4.4,-11176315.0,-9.47,14409127.0,12.21,1965912.0,1.67,1.839592843391845e-17,7.696000000000001,7.571000000000001,7.3950000000000005,7.301666666666667,7.069833333333333,7.675999999999999,7.523000000000001,7.364500000000001,7.272333333333334,7.0695,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,3257,600346,恒力石化,22.97,-0.13,-0.03,294070.0,673379600.0,1.7,23.1,22.71,22.97,23.0,0.75,0.42,9.54,2.98,183.0,恒力石化,22.97,-0.13,45607736.0,6.77,28999383.0,4.31,16608353.0,2.47,-32805267.0,-4.87,-12802470.0,-1.9,0.0,22.82,22.314,22.152499999999996,21.928333333333335,22.393166666666666,22.61,22.2,22.072,21.899,22.449166666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,3258,002182,云海金属,22.94,-0.13,-0.03,186293.0,427466832.0,2.48,23.2,22.63,23.2,22.97,0.55,3.34,42.18,4.91,563.0,云海金属,22.94,-0.13,11438764.0,2.68,7054658.0,1.65,4384106.0,1.03,-22784858.0,-5.33,11346093.0,2.65,0.0,23.408,23.753000000000004,23.4355,23.134999999999998,20.911833333333334,23.522,23.678,23.4465,23.07,20.839166666666667,0.0,0.0,0.0,30.0,0.0,5.0,10.0,20.0,30.0,0.0
3258,3259,000796,凯撒旅业,7.63,-0.13,-0.01,61861.0,47007517.0,1.05,7.64,7.56,7.63,7.64,0.68,0.77,-17.77,9.01,3174.0,凯撒旅业,7.63,-0.13,-3623583.0,-7.71,-1120395.0,-2.38,-2503188.0,-5.33,-2063315.0,-4.39,5686898.0,12.1,0.0,7.611999999999999,7.487,7.377,7.455333333333333,7.5885,7.5760000000000005,7.438000000000001,7.3515,7.473333333333333,7.590166666666667,5.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
3259,3260,603933,睿能科技,15.18,-0.13,-0.02,34129.0,51613993.0,3.62,15.38,14.83,15.19,15.2,1.0,1.7,28.36,2.88,2744.0,睿能科技,15.18,-0.13,-1772436.0,-3.43,-8993.0,-0.02,-1763443.0,-3.42,2210370.0,4.28,-437931.0,-0.85,0.0,14.968,14.731,14.485,14.435666666666668,13.973999999999998,14.728,14.613,14.454999999999998,14.400666666666668,13.949333333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,3261,605179,一鸣食品,15.15,-0.13,-0.02,30171.0,45893786.0,2.97,15.45,15.0,15.18,15.17,0.95,4.95,74.04,4.82,3421.0,一鸣食品,15.15,-0.13,-5361156.0,-11.68,-1761373.0,-3.84,-3599783.0,-7.84,47790.0,0.1,5313365.0,11.58,0.0,15.132,15.048999999999998,14.9235,14.759333333333334,14.859833333333333,15.193999999999999,15.01,14.875499999999999,14.729000000000001,14.862333333333334,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3261,3262,002375,亚厦股份,7.49,-0.13,-0.01,111264.0,83541040.0,1.73,7.58,7.45,7.5,7.5,0.89,0.84,29.57,1.18,3822.0,亚厦股份,7.49,-0.13,-10217217.0,-12.23,-5059373.0,-6.06,-5157844.0,-6.17,-10320926.0,-12.35,20538144.0,24.58,0.0,7.481999999999999,7.669999999999999,7.821000000000001,7.714,7.5505,7.494,7.711,7.841499999999999,7.703,7.552499999999999,5.0,0.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,60.0
3262,3263,688588,凌志软件,14.81,-0.13,-0.02,13423.0,19952493.0,1.35,14.95,14.75,14.8,14.83,1.01,0.53,43.49,4.85,2868.0,凌志软件,14.81,-0.13,-2251738.0,-11.29,0.0,0.0,-2251738.0,-11.29,847328.0,4.25,1404410.0,7.04,0.0,14.766,14.818999999999999,15.0425,15.118,14.946833333333334,14.703999999999999,14.85,15.050999999999998,15.121333333333332,14.962333333333333,5.0,10.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,60.0
3263,3264,002631,德尔未来,7.35,-0.14,-0.01,46066.0,33845886.0,1.63,7.4,7.28,7.36,7.36,0.59,0.7,75.23,2.83,2387.0,德尔未来,7.35,-0.14,-787055.0,-2.33,0.0,0.0,-787055.0,-2.33,2019107.0,5.97,-1232052.0,-3.64,0.0,7.3260000000000005,7.239999999999999,7.3340000000000005,7.407,7.3615,7.254,7.212999999999999,7.344500000000001,7.410666666666667,7.367333333333333,5.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,30.0,60.0
3264,3265,600070,浙江富润,7.33,-0.14,-0.01,43981.0,32178524.0,1.5,7.37,7.26,7.35,7.34,0.61,0.87,-398.2,1.63,2389.0,浙江富润,7.33,-0.14,-791726.0,-2.46,-117280.0,-0.36,-674446.0,-2.1,2223392.0,6.91,-1431667.0,-4.45,0.0,7.292,7.419,7.327,7.310999999999999,7.1895,7.304,7.421000000000001,7.3155,7.304333333333333,7.1979999999999995,5.0,0.0,20.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0
3265,3266,000089,深圳机场,7.32,-0.14,-0.01,56734.0,41468701.0,0.95,7.35,7.28,7.35,7.33,0.67,0.28,934.58,1.26,3335.0,深圳机场,7.32,-0.14,-4706358.0,-11.35,-4010078.0,-9.67,-696280.0,-1.68,797779.0,1.92,3908580.0,9.43,0.0,7.302,7.261,7.247,7.208333333333333,7.3149999999999995,7.284000000000001,7.242,7.239500000000001,7.204,7.322333333333333,5.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
3266,3267,601066,中信建投,29.25,-0.14,-0.04,115966.0,339889888.0,0.99,29.49,29.2,29.4,29.29,0.97,0.3,23.45,3.67,4124.0,中信建投,29.25,-0.14,-17556249.0,-5.17,-7621748.0,-2.24,-9934501.0,-2.92,4151772.0,1.22,13404478.0,3.94,0.0,29.234,29.256,29.641,29.27466666666667,29.018833333333337,29.18,29.279000000000003,29.631,29.262333333333334,29.029,5.0,10.0,0.0,30.0,0.0,0.0,10.0,20.0,30.0,0.0
3267,3268,003019,宸展光电,29.23,-0.14,-0.04,22682.0,66310655.0,2.15,29.54,28.91,29.39,29.27,1.14,2.57,24.94,2.95,1591.0,宸展光电,29.23,-0.14,863396.0,1.3,-41043.0,-0.06,904439.0,1.36,-2888084.0,-4.36,2024688.0,3.05,0.0,28.98,28.762,29.029499999999995,30.453333333333333,29.031166666666667,28.778,28.712,29.085499999999996,30.485999999999997,28.960500000000003,5.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0
3268,3269,300970,华绿生物,29.17,-0.14,-0.04,30841.0,90636282.0,4.35,30.03,28.76,29.09,29.21,0.71,10.57,-621.13,2.42,1864.0,华绿生物,29.17,-0.14,129679.0,0.14,944965.0,1.04,-815286.0,-0.9,1086210.0,1.2,-1215889.0,-1.34,0.0,29.204,29.905,28.877999999999997,28.783666666666665,28.648000000000003,29.454,30.098000000000003,28.73,28.766666666666666,28.670166666666667,5.0,10.0,20.0,30.0,0.0,5.0,10.0,0.0,0.0,0.0
3269,3270,605088,冠盛股份,14.53,-0.14,-0.02,13252.0,19254135.0,1.17,14.62,14.45,14.6,14.55,0.67,1.78,17.88,1.6,2537.0,冠盛股份,14.53,-0.14,-1143596.0,-5.94,0.0,0.0,-1143596.0,-5.94,1446946.0,7.51,-303349.0,-1.58,0.0,14.569999999999999,14.804000000000002,15.0315,15.344333333333335,14.743166666666667,14.64,14.851000000000003,15.047,15.398666666666665,14.719666666666667,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3270,3271,688095,福昕软件,138.01,-0.14,-0.19,2110.0,29018853.0,1.79,139.4,136.93,139.4,138.2,0.69,0.73,123.71,2.25,2648.0,福昕软件,138.01,-0.14,-1479127.0,-5.1,0.0,0.0,-1479127.0,-5.1,655075.0,2.26,824052.0,2.84,0.0,138.112,138.329,142.195,147.57133333333334,148.98799999999997,138.17000000000002,138.267,142.749,148.39433333333332,149.52766666666668,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3271,3272,300773,拉卡拉,29.02,-0.14,-0.04,146776.0,426907904.0,2.55,29.45,28.71,29.08,29.06,0.86,3.83,20.34,5.09,3972.0,拉卡拉,29.02,-0.14,-13325771.0,-3.12,-440842.0,-0.1,-12884929.0,-3.02,18255378.0,4.28,-4929606.0,-1.15,0.0,28.862000000000002,28.488999999999997,28.027499999999996,27.816,26.271833333333333,28.572000000000003,28.453999999999997,27.8915,27.66233333333333,26.209500000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3272,3273,600218,全柴动力,14.36,-0.14,-0.02,184778.0,265748529.0,2.64,14.61,14.23,14.33,14.38,0.52,5.01,39.94,2.08,4090.0,全柴动力,14.36,-0.14,-16367281.0,-6.16,-10044918.0,-3.78,-6322363.0,-2.38,3055113.0,1.15,13312168.0,5.01,0.0,14.45,14.62,15.068000000000001,14.998666666666669,14.18,14.716,14.629,15.1725,15.020333333333333,14.147333333333332,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3273,3274,300956,英力股份,21.47,-0.14,-0.03,8578.0,18435685.0,1.4,21.66,21.36,21.5,21.5,0.78,2.6,39.29,2.63,1671.0,英力股份,21.47,-0.14,640986.0,3.48,0.0,0.0,640986.0,3.48,-1175178.0,-6.37,534192.0,2.9,3.67918568678369e-17,21.456,21.516000000000002,21.895500000000002,22.851,23.218833333333336,21.375999999999998,21.589,21.901999999999997,22.967333333333332,23.200666666666667,5.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,60.0
3274,3275,601229,上海银行,7.13,-0.14,-0.01,156204.0,111523892.0,0.28,7.15,7.13,7.14,7.14,0.99,0.11,4.56,0.56,3803.0,上海银行,7.13,-0.14,-9935708.0,-8.91,2698924.0,2.42,-12634632.0,-11.33,7443490.0,6.67,2492217.0,2.23,1.2053232124849023,7.140000000000001,7.146000000000001,7.162000000000001,7.172666666666667,7.259333333333333,7.142,7.147,7.164,7.175666666666667,7.265833333333333,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3275,3276,600230,沧州大化,14.24,-0.14,-0.02,27268.0,38887913.0,0.91,14.33,14.2,14.31,14.26,0.82,0.66,22.97,1.58,3537.0,沧州大化,14.24,-0.14,-6473276.0,-16.65,-1627899.0,-4.19,-4845377.0,-12.46,1638147.0,4.21,4835129.0,12.43,0.0,14.291999999999998,14.360999999999999,14.629,14.773333333333333,14.877833333333333,14.268,14.368,14.661000000000001,14.793,14.904833333333332,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3276,3277,603408,建霖家居,14.2,-0.14,-0.02,12074.0,17152028.0,0.77,14.26,14.15,14.24,14.22,1.02,1.22,15.87,2.51,2519.0,建霖家居,14.2,-0.14,-1097280.0,-6.4,0.0,0.0,-1097280.0,-6.4,-972569.0,-5.67,2069848.0,12.07,5.886697098853904e-16,14.168000000000001,14.1,14.042999999999997,13.984,13.8905,14.14,14.068999999999999,14.0155,13.978,13.883833333333335,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3277,3278,000859,国风塑业,7.09,-0.14,-0.01,160657.0,114431741.0,2.11,7.22,7.07,7.11,7.1,0.73,1.91,21.32,2.41,3790.0,国风塑业,7.09,-0.14,-9744191.0,-8.52,-9835212.0,-8.59,91021.0,0.08,2571336.0,2.25,7172855.0,6.27,0.0,7.1,7.086,6.8055,6.626666666666667,6.278333333333333,7.132,7.023000000000001,6.781000000000001,6.593666666666667,6.262333333333333,5.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3278,3279,002032,苏 泊 尔,62.24,-0.14,-0.09,23136.0,142902439.0,2.41,62.5,61.0,62.04,62.33,1.13,0.29,30.42,7.2,1273.0,苏 泊 尔,62.24,-0.14,2145245.0,1.5,0.0,0.0,2145245.0,1.5,16899958.0,11.83,-19045203.0,-13.33,0.0,62.548,62.714,63.346500000000006,62.57966666666667,57.65083333333334,62.715999999999994,62.759,63.2145,62.577666666666666,57.44683333333333,0.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3279,3280,002352,顺丰控股,68.92,-0.14,-0.1,136537.0,937766720.0,2.59,69.29,67.5,68.88,69.02,0.72,0.3,141.07,4.36,4619.0,顺丰控股,68.92,-0.14,-80093287.0,-8.54,-9037303.0,-0.96,-71055984.0,-7.58,24472158.0,2.61,55621127.0,5.93,0.0,68.74000000000001,67.975,65.9625,64.85600000000001,64.45049999999999,68.706,67.45700000000001,65.626,64.78,64.44483333333334,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3280,3281,300911,亿田智能,81.92,-0.15,-0.12,11856.0,97222287.0,3.82,83.74,80.61,82.2,82.04,0.7,2.83,42.71,7.56,3715.0,亿田智能,81.92,-0.15,-8457238.0,-8.7,73782.0,0.08,-8531020.0,-8.77,-2342843.0,-2.41,10800081.0,11.11,0.0,82.268,80.574,79.253,76.80666666666666,71.87566666666666,82.276,80.06300000000002,78.522,76.40766666666667,71.59166666666667,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3281,3282,688517,金冠电气,13.64,-0.15,-0.02,14585.0,20026498.0,2.56,13.99,13.64,13.93,13.66,0.88,4.29,45.35,2.75,2158.0,金冠电气,13.64,-0.15,-264978.0,-1.32,0.0,0.0,-264978.0,-1.32,-11283.0,-0.06,276261.0,1.38,0.0,13.614,14.094,14.331,14.709666666666667,13.901666666666667,13.606,14.181000000000001,14.3845,14.738666666666667,13.913,0.0,0.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,60.0
